,id,name_en,weapon_type_x,previous_en,category,rarity,attack,affinity,defense,element_hidden,element1,element1_attack,element2,element2_attack,elderseal,slot_1,slot_2,slot_3,kinsect_bonus,phial,phial_power,shelling,shelling_level,notes,ammo_config,skill,base_name_en,weapon_type_y,type,item1_name,item1_qty,item2_name,item2_qty,item3_name,item3_qty,item4_name,item4_qty,weapon_type,maxed,red,orange,yellow,green,blue,white,purple
1505,2622,Barroth Bluff I,gunlance,Barroth Blaster III,N/A,9,529,-10,25.0,True,Paralysis,450.0,N/A,N/A,N/A,2,2,0,N/A,N/A,N/A,wide,4.0,N/A,N/A,N/A,Barroth Bluff I,gunlance,Create,Barroth Hardclaw,2,Barroth Crown,2.0,Barroth Chine,4.0,Large Wyvern Gem,1.0,gunlance,False,60,60,60,100,90,30,0
1506,2622,Barroth Bluff I,gunlance,Barroth Blaster III,N/A,9,529,-10,25.0,True,Paralysis,450.0,N/A,N/A,N/A,2,2,0,N/A,N/A,N/A,wide,4.0,N/A,N/A,N/A,Barroth Bluff I,gunlance,Upgrade,Barroth Hardclaw,1,Barroth Cortex,2.0,Barroth Chine,2.0,Kestodon Husk,2.0,gunlance,False,60,60,60,100,90,30,0
1507,2623,Barroth Bluff II,gunlance,Barroth Bluff I,N/A,10,621,-10,25.0,True,Paralysis,510.0,N/A,N/A,N/A,2,2,0,N/A,N/A,N/A,wide,5.0,N/A,N/A,N/A,Barroth Bluff II,gunlance,Upgrade,Diablos Cortex,2,Barroth Hardclaw,2.0,Barroth Crown,1.0,Monster Slogbone,3.0,gunlance,False,50,60,20,150,90,30,0
1508,2624,Brachydios Buster I,gunlance,Barroth Bluff I,N/A,10,529,0,N/A,False,Blast,300.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,normal,5.0,N/A,N/A,N/A,Brachydios Buster I,gunlance,Upgrade,Brachydios Crown,2,Brachydios Cortex,4.0,Glowing Slime,3.0,Meldspar Ore,3.0,gunlance,False,90,100,40,50,70,50,0
1509,2625,Brachydios Buster II,gunlance,Brachydios Buster I,N/A,10,552,0,N/A,False,Blast,480.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,normal,6.0,N/A,N/A,N/A,Brachydios Buster II,gunlance,Upgrade,Azure Rathalos Fellwing,2,Brachydios Pounder+,3.0,Brachydios Lash,2.0,Glowing Slime,5.0,gunlance,False,90,30,30,110,40,100,0
1510,2626,Mammoth Gunlance I,gunlance,Barroth Blaster III,N/A,9,552,0,N/A,True,Ice,420.0,N/A,N/A,N/A,4,0,0,N/A,N/A,N/A,normal,5.0,N/A,N/A,N/A,Mammoth Gunlance I,gunlance,Create,Banbaro Cortex,5,Banbaro Chine,4.0,Frozen Bone,3.0,Purecrystal,1.0,gunlance,False,80,50,50,80,140,0,0
1511,2626,Mammoth Gunlance I,gunlance,Barroth Blaster III,N/A,9,552,0,N/A,True,Ice,420.0,N/A,N/A,N/A,4,0,0,N/A,N/A,N/A,normal,5.0,N/A,N/A,N/A,Mammoth Gunlance I,gunlance,Upgrade,Banbaro Great Horn,1,Banbaro Cortex,2.0,Banbaro Chine,2.0,Monster Toughbone,3.0,gunlance,False,80,50,50,80,140,0,0
1512,2627,Mammoth Gunlance II,gunlance,Mammoth Gunlance I,N/A,10,644,0,N/A,True,Ice,510.0,N/A,N/A,N/A,4,0,0,N/A,N/A,N/A,normal,6.0,N/A,N/A,N/A,Mammoth Gunlance II,gunlance,Upgrade,Monster Solidbone,3,Banbaro Great Horn,3.0,Banbaro Lash,2.0,Dragonbone Artifact,1.0,gunlance,False,80,50,50,80,140,0,0
1513,2628,Usurper's Roar,gunlance,Mammoth Gunlance I,N/A,10,552,0,N/A,False,Thunder,240.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,normal,6.0,N/A,N/A,N/A,Usurper's Roar,gunlance,Upgrade,Zinogre Hardclaw,3,Zinogre Deathly Shocker,2.0,Zinogre Cortex,5.0,Lightning Sac,3.0,gunlance,False,110,30,30,110,40,80,0
1514,2629,Usurper's Roar+,gunlance,Usurper's Roar,N/A,11,575,0,N/A,False,Thunder,300.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,normal,6.0,N/A,N/A,N/A,Usurper's Roar+,gunlance,Upgrade,Zinogre Hardhorn,3,Zinogre Electrofur+,4.0,Fulgurbug,5.0,Zinogre Skymerald,1.0,gunlance,False,120,30,90,30,30,80,20
1515,2630,Despot's Phlogiston,gunlance,Usurper's Roar+,N/A,12,598,0,N/A,False,Thunder,450.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,normal,6.0,N/A,N/A,N/A,Despot's Phlogiston,gunlance,Upgrade,Spiritvein Solidbone,5,Zinogre Hardhorn,2.0,Zinogre Deathly Shocker,5.0,Large Elder Dragon Gem,1.0,gunlance,False,120,30,90,30,30,80,20
1516,662,Blazing Gunlance I,gunlance,Carapace Cannon I,N/A,3,299,-20,N/A,False,Fire,210.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,long,1.0,N/A,N/A,N/A,Blazing Gunlance I,gunlance,Upgrade,Anjanath Fang,2,Anjanath Scale,3.0,Flame Sac,1.0,N/A,N/A,gunlance,False,120,70,30,80,0,0,0
1517,663,Blazing Gunlance II,gunlance,Blazing Gunlance I,N/A,4,322,-20,N/A,False,Fire,240.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,long,1.0,N/A,N/A,N/A,Blazing Gunlance II,gunlance,Upgrade,Rathalos Marrow,1,Anjanath Fang,4.0,Anjanath Nosebone,1.0,Anjanath Tail,1.0,gunlance,False,110,70,30,90,0,0,0
1518,664,Anja Cannon I,gunlance,Blazing Gunlance II,N/A,5,368,-20,N/A,False,Fire,270.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,long,2.0,N/A,N/A,N/A,Anja Cannon I,gunlance,Create,Anjanath Fang+,4,Anjanath Scale+,8.0,Anjanath Nosebone+,2.0,Wyvern Gem,1.0,gunlance,False,140,70,30,100,10,0,0
1519,664,Anja Cannon I,gunlance,Blazing Gunlance II,N/A,5,368,-20,N/A,False,Fire,270.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,long,2.0,N/A,N/A,N/A,Anja Cannon I,gunlance,Upgrade,Anjanath Fang+,4,Anjanath Scale+,5.0,Inferno Sac,3.0,Anjanath Plate,1.0,gunlance,False,140,70,30,100,10,0,0
1520,665,Anja Cannon II,gunlance,Anja Cannon I,N/A,6,414,-20,N/A,False,Fire,330.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,long,2.0,N/A,N/A,N/A,Anja Cannon II,gunlance,Upgrade,Rathalos Medulla,2,Anjanath Fang+,5.0,Anjanath Pelt+,4.0,Firecell Stone,1.0,gunlance,False,130,70,30,100,20,0,0
1521,666,Anja Cannon III,gunlance,Anja Cannon II,N/A,6,483,-20,N/A,False,Fire,450.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,long,3.0,N/A,N/A,N/A,Anja Cannon III,gunlance,Upgrade,Teostra Mane,2,Anjanath Fang+,6.0,Anjanath Nosebone+,2.0,Anjanath Gem,1.0,gunlance,False,130,70,30,100,70,0,0
1522,2631,Anjanath Flamelance I,gunlance,Anja Cannon III,N/A,9,529,-20,N/A,False,Fire,540.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,long,5.0,N/A,N/A,N/A,Anjanath Flamelance I,gunlance,Upgrade,Anjanath Hardfang,1,Anjanath Shard,2.0,Conflagrant Sac,1.0,Eltalite Ore,3.0,gunlance,False,70,100,40,50,90,50,0
1523,2632,Anjanath Flamelance II,gunlance,Anjanath Flamelance I,N/A,10,621,-20,N/A,False,Fire,600.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,long,5.0,N/A,N/A,N/A,Anjanath Flamelance II,gunlance,Upgrade,Azure Rathalos Cortex,2,Anjanath Fur,3.0,Heavy Anjanath Nosebone,2.0,Anjanath Lash,1.0,gunlance,False,70,100,40,50,90,50,0
1524,2633,Ending Fulgur I,gunlance,Anjanath Flamelance I,N/A,10,552,10,N/A,False,Thunder,240.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,wide,5.0,N/A,N/A,N/A,Ending Fulgur I,gunlance,Upgrade,Fulgur Anjanath Hardfang,1,Fulgur Anjanath Shard,2.0,Monster Solidbone,3.0,Meldspar Ore,2.0,gunlance,False,70,100,40,50,90,50,0
1525,2634,Ending Fulgur II,gunlance,Ending Fulgur I,N/A,10,575,20,N/A,False,Thunder,330.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,wide,5.0,N/A,N/A,N/A,Ending Fulgur II,gunlance,Upgrade,Fulgur Anjanath Thickfur,3,Heavy Fulgur Anjanath Nosebone,2.0,Fulgur Anjanath Lash,1.0,Lightning Sac,3.0,gunlance,False,70,100,40,50,90,50,0
1526,667,Dragonbone Gunlance I,gunlance,N/A,N/A,3,230,0,N/A,False,Dragon,360.0,N/A,N/A,low,0,0,0,N/A,N/A,N/A,normal,2.0,N/A,N/A,N/A,Dragonbone Gunlance I,gunlance,Create,Warped Bone,5,Coral Bone,5.0,Boulder Bone,5.0,Ancient Bone,5.0,gunlance,False,110,70,30,90,0,0,0
1527,668,Dragonbone Gunlance II,gunlance,Dragonbone Gunlance I,N/A,4,253,0,N/A,False,Dragon,390.0,N/A,N/A,low,0,0,0,N/A,N/A,N/A,normal,2.0,N/A,N/A,N/A,Dragonbone Gunlance II,gunlance,Upgrade,Monster Bone+,6,Monster Bone L,8.0,Sturdy Bone,8.0,N/A,N/A,gunlance,False,70,70,30,130,0,0,0
1528,669,Dragonbone Gunlance III,gunlance,Dragonbone Gunlance II,N/A,6,368,0,N/A,False,Dragon,420.0,N/A,N/A,low,1,1,0,N/A,N/A,N/A,normal,3.0,N/A,N/A,N/A,Dragonbone Gunlance III,gunlance,Upgrade,Elder Dragon Bone,10,Brutal Bone,4.0,Dragonbone Relic,2.0,Wyvern Gem,1.0,gunlance,False,120,110,40,40,70,20,0
1529,2635,Dragonseal Gunlance I,gunlance,Dragonbone Gunlance III,N/A,10,483,0,N/A,False,Dragon,540.0,N/A,N/A,average,1,1,0,N/A,N/A,N/A,normal,5.0,N/A,N/A,N/A,Dragonseal Gunlance I,gunlance,Upgrade,Monster Solidbone,3,Monster Slogbone,4.0,Thick Bone,6.0,Dragonbone Artifact,1.0,gunlance,False,60,60,60,100,90,30,0
1530,2636,Dragonseal Gunlance II,gunlance,Dragonseal Gunlance I,N/A,11,552,0,N/A,False,Dragon,660.0,N/A,N/A,average,1,1,0,N/A,N/A,N/A,normal,6.0,N/A,N/A,N/A,Dragonseal Gunlance II,gunlance,Upgrade,Large Elder Dragon Bone,6,Monster Solidbone,4.0,Lavasioth Grandfin,2.0,Large Wyvern Gem,1.0,gunlance,False,50,60,20,150,90,30,0
1531,2637,Broken Silence,gunlance,Dragonseal Gunlance I,N/A,12,644,0,30.0,True,Dragon,510.0,N/A,N/A,high,1,1,0,N/A,N/A,N/A,wide,5.0,N/A,N/A,N/A,Broken Silence,gunlance,Upgrade,Shara Ishvalda Tenderclaw,4,Shara Ishvalda Tenderscale,6.0,Shara Ishvalda Tenderplate,2.0,Shara Ishvalda Gem,1.0,gunlance,False,160,30,30,60,50,40,30
1532,670,Magda Lahat,gunlance,Dragonbone Gunlance I,N/A,5,368,-10,20.0,False,Blast,330.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,long,3.0,N/A,N/A,N/A,Magda Lahat,gunlance,Upgrade,Zorah Magdaros Heat Scale,4,Zorah Magdaros Carapace,8.0,Zorah Magdaros Magma,4.0,Zorah Magdaros Gem,1.0,gunlance,False,110,50,80,100,10,0,0
1533,671,Earthshaker Magda Lahat,gunlance,Magda Lahat,N/A,8,460,-10,20.0,False,Blast,420.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,long,4.0,N/A,N/A,N/A,Earthshaker Magda Lahat,gunlance,Upgrade,Xeno'jiiva Shell,4,Zorah Magdaros Ridge,2.0,Zorah Magdaros Pleura,2.0,Firecell Stone,3.0,gunlance,False,210,30,40,90,30,0,0
1534,2638,Magda Lahat Reforged,gunlance,Earthshaker Magda Lahat,N/A,11,644,-10,45.0,False,Blast,450.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,long,6.0,N/A,N/A,N/A,Magda Lahat Reforged,gunlance,Upgrade,Elder Dragonvein Bone,3,Dragonvein Solidbone,5.0,Heavy Dragonvein Bone,6.0,Large Elder Dragon Gem,1.0,gunlance,False,130,40,40,70,80,20,20
1535,2639,Hydra Ephyra,gunlance,Earthshaker Magda Lahat,N/A,11,621,15,N/A,False,Water,330.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,normal,6.0,N/A,N/A,N/A,Hydra Ephyra,gunlance,Upgrade,Namielle Hardclaw,4,Namielle Finehide,5.0,Namielle Whisker,2.0,Purecrystal,1.0,gunlance,False,80,80,30,30,80,100,0
1536,2640,Black Ephyra,gunlance,Hydra Ephyra,N/A,12,644,15,N/A,False,Water,390.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,normal,6.0,N/A,N/A,N/A,Black Ephyra,gunlance,Upgrade,Shara Ishvalda Tenderclaw,2,Namielle Whisker,4.0,Namielle Lash,2.0,Large Elder Dragon Gem,1.0,gunlance,False,60,80,30,30,80,120,0
1537,672,Blacksteel Gunlance I,gunlance,N/A,N/A,5,230,0,N/A,False,Dragon,120.0,N/A,N/A,low,0,0,0,N/A,N/A,N/A,normal,2.0,N/A,N/A,N/A,Blacksteel Gunlance I,gunlance,Create,Dragonvein Crystal,10,Earth Crystal,10.0,Coral Crystal,10.0,Lightcrystal,1.0,gunlance,False,150,110,40,40,10,0,0
1538,673,Blacksteel Gunlance II,gunlance,Blacksteel Gunlance I,N/A,6,253,0,N/A,False,Dragon,150.0,N/A,N/A,low,0,0,0,N/A,N/A,N/A,normal,2.0,N/A,N/A,N/A,Blacksteel Gunlance II,gunlance,Upgrade,Firecell Stone,1,Fucium Ore,5.0,Carbalite Ore,10.0,Wyvern Gem,1.0,gunlance,False,140,110,40,40,20,0,0
1539,674,Icesteel Gunlance,gunlance,Blacksteel Gunlance II,N/A,7,391,10,N/A,False,Ice,210.0,N/A,N/A,N/A,3,0,0,N/A,N/A,N/A,long,3.0,N/A,N/A,N/A,Icesteel Gunlance,gunlance,Upgrade,Daora Claw+,3,Daora Webbing,4.0,Nergigante Carapace,5.0,Daora Tail,2.0,gunlance,False,110,60,80,80,50,20,0
1540,675,Daora's Brigia,gunlance,Icesteel Gunlance,N/A,8,414,10,N/A,False,Ice,240.0,N/A,N/A,N/A,3,0,0,N/A,N/A,N/A,long,3.0,N/A,N/A,N/A,Daora's Brigia,gunlance,Upgrade,Xeno'jiiva Wing,2,Daora Horn+,5.0,Daora Claw+,4.0,Daora Gem,1.0,gunlance,False,90,60,80,80,70,20,0
1541,2641,Daora's Tempest,gunlance,Daora's Brigia,N/A,11,598,10,N/A,False,Ice,270.0,N/A,N/A,N/A,3,0,0,N/A,N/A,N/A,long,5.0,N/A,N/A,N/A,Daora's Tempest,gunlance,Upgrade,Daora Hardhorn,5,Daora Hardclaw,4.0,Daora Shard,5.0,Large Elder Dragon Gem,1.0,gunlance,False,130,30,30,60,50,70,30
1542,676,Xeno Hemta,gunlance,Blacksteel Gunlance II,N/A,8,391,15,N/A,False,Dragon,180.0,N/A,N/A,low,3,3,0,N/A,N/A,N/A,long,3.0,N/A,N/A,N/A,Xeno Hemta,gunlance,Upgrade,Xeno'jiiva Claw,4,Xeno'jiiva Shell,6.0,Xeno'jiiva Tail,2.0,Xeno'jiiva Gem,1.0,gunlance,False,130,30,60,80,40,60,0
1543,1164,Ravenous Gunlance,gunlance,N/A,N/A,6,483,-30,N/A,False,Dragon,180.0,N/A,N/A,high,0,0,0,N/A,N/A,N/A,long,3.0,N/A,N/A,N/A,Ravenous Gunlance,gunlance,Create,Deviljho Scale,6,Deviljho Talon,2.0,Deviljho Tallfang,3.0,Deviljho Saliva,2.0,gunlance,False,50,120,80,60,40,50,0
1544,1165,Insatiable Gunlance,gunlance,Ravenous Gunlance,N/A,7,529,-30,N/A,False,Dragon,240.0,N/A,N/A,high,0,0,0,N/A,N/A,N/A,long,3.0,N/A,N/A,N/A,Insatiable Gunlance,gunlance,Upgrade,Elder Dragon Blood,5,Deviljho Scalp,2.0,Deviljho Tallfang,5.0,Deviljho Gem,1.0,gunlance,False,40,120,80,60,50,50,0
1545,2642,Consummate Gunlance,gunlance,Insatiable Gunlance,N/A,12,644,-30,N/A,False,Dragon,390.0,N/A,N/A,high,0,0,0,N/A,N/A,N/A,long,6.0,N/A,N/A,N/A,Consummate Gunlance,gunlance,Upgrade,Vile Fang,3,Deviljho Ripper,2.0,Black Blood,3.0,Deviljho Crook,1.0,gunlance,False,150,30,30,60,50,50,30
1546,1224,Empress Howl,gunlance,N/A,N/A,7,437,0,N/A,False,Blast,150.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,wide,3.0,N/A,N/A,N/A,Empress Howl,gunlance,Create,Lunastra Scale+,4,Lunastra Horn,3.0,Lunastra Mane,3.0,Lunastra Gem,1.0,gunlance,False,100,30,60,80,40,90,0
1547,1225,"Empress Howl ""Blaze""",gunlance,Empress Howl,N/A,8,437,20,N/A,False,Blast,180.0,N/A,N/A,N/A,1,0,0,N/A,N/A,N/A,wide,3.0,N/A,N/A,Guts,"Empress Howl ""Blaze""",gunlance,Upgrade,Research Commission Ticket,1,Lunastra Horn,2.0,Teostra Horn+,3.0,Bazelgeuse Gem,1.0,gunlance,False,100,30,60,80,40,90,0
1548,2643,"Soulfire Talon ""Blaze""",gunlance,"Empress Howl ""Blaze""",N/A,12,575,20,N/A,False,Blast,270.0,N/A,N/A,N/A,2,1,0,N/A,N/A,N/A,wide,5.0,N/A,N/A,Guts,"Soulfire Talon ""Blaze""",gunlance,Upgrade,Lunastra Shard,4,Lunastra Hardhorn,4.0,Lunastra Mane+,4.0,Large Elder Dragon Gem,1.0,gunlance,False,110,30,90,30,30,90,20
1549,1226,"Empress Howl ""Ruin""",gunlance,Empress Howl,N/A,8,460,0,N/A,False,Blast,150.0,N/A,N/A,N/A,2,0,0,N/A,N/A,N/A,wide,3.0,N/A,N/A,Hasten Recovery,"Empress Howl ""Ruin""",gunlance,Upgrade,Research Commission Ticket,1,Lunastra Wing,3.0,Nergigante Horn+,3.0,Nergigante Gem,1.0,gunlance,False,100,30,60,80,40,90,0
1550,2644,"Soulfire Talon ""Ruin""",gunlance,"Empress Howl ""Ruin""",N/A,12,621,0,N/A,False,Blast,210.0,N/A,N/A,N/A,2,2,0,N/A,N/A,N/A,wide,5.0,N/A,N/A,Hasten Recovery,"Soulfire Talon ""Ruin""",gunlance,Upgrade,Lunastra Shard,4,Annihilating Greathorn,3.0,Eternal Regrowth Plate,3.0,Large Elder Dragon Gem,1.0,gunlance,False,110,30,90,30,30,90,20
1551,1227,"Empress Howl ""Styx""",gunlance,Empress Howl,N/A,8,437,10,N/A,False,Blast,240.0,N/A,N/A,N/A,3,1,0,N/A,N/A,N/A,wide,3.0,N/A,N/A,Razor Sharp/Spare Shot,"Empress Howl ""Styx""",gunlance,Upgrade,Research Commission Ticket,1,Lunastra Tail,2.0,Xeno'jiiva Horn,3.0,Xeno'jiiva Gem,1.0,gunlance,False,100,30,60,80,40,90,0
1552,2645,"Soulfire Talon ""Styx""",gunlance,"Empress Howl ""Styx""",N/A,12,575,10,N/A,False,Blast,330.0,N/A,N/A,N/A,3,3,0,N/A,N/A,N/A,wide,5.0,N/A,N/A,Razor Sharp/Spare Shot,"Soulfire Talon ""Styx""",gunlance,Upgrade,Lunastra Shard,4,Lunastra Lash,2.0,Elder Spiritvein Bone,5.0,Large Elder Dragon Gem,1.0,gunlance,False,110,30,90,30,30,90,20
1553,3154,Demon Gunlance,gunlance,N/A,N/A,11,644,-15,N/A,False,Thunder,90.0,N/A,N/A,N/A,4,0,0,N/A,N/A,N/A,wide,5.0,N/A,N/A,N/A,Demon Gunlance,gunlance,Create,Rajang Hardhorn,1,Rajang Hardclaw,1.0,Rajang Hardfang,2.0,Rajang Wildpelt,2.0,gunlance,False,100,100,40,50,60,50,0
1554,3155,Great Demon Gunlance,gunlance,Demon Gunlance,N/A,12,656,-15,N/A,False,Thunder,120.0,N/A,N/A,N/A,4,0,0,N/A,N/A,N/A,wide,6.0,N/A,N/A,N/A,Great Demon Gunlance,gunlance,Upgrade,Tempered Glimmerpelt,3,Rajang Hardhorn,3.0,Rajang Hardfang,7.0,Gold Rajang Pelt+,3.0,gunlance,False,90,100,40,50,70,50,0
1555,3156,Demonlord Gunlance,gunlance,N/A,N/A,12,644,15,N/A,False,Thunder,300.0,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,wide,7.0,N/A,N/A,N/A,Demonlord Gunlance,gunlance,Create,Ghoulish Gold Gorer,3,Rajang Apoplexy,2.0,Gold Rajang Pelt+,5.0,Rajang Heart,1.0,gunlance,False,110,20,20,70,40,30,110
1556,3157,Brimstren Drakeblood,gunlance,N/A,N/A,11,575,0,N/A,False,Dragon,300.0,N/A,N/A,average,2,0,0,N/A,N/A,N/A,normal,7.0,N/A,N/A,N/A,Brimstren Drakeblood,gunlance,Create,Stygian Zinogre Hardhorn,1,Stygian Zinogre Hardclaw,1.0,Stygian Zinogre Dragonlocks,2.0,Stygian Zinogre Dragonhold,2.0,gunlance,False,140,20,20,70,40,30,80
1557,3158,Stygian Avaritia,gunlance,Brimstren Drakeblood,N/A,12,621,0,N/A,False,Dragon,360.0,N/A,N/A,average,2,0,0,N/A,N/A,N/A,normal,7.0,N/A,N/A,N/A,Stygian Avaritia,gunlance,Upgrade,Tempered Dragonhold,3,Stygian Zinogre Hardhorn,2.0,Stygian Zinogre Hardclaw,5.0,Stygian Zinogre Skymerald,1.0,gunlance,False,110,20,20,70,40,30,110
1558,3159,Lightbreak Gunlance,gunlance,N/A,N/A,12,690,0,N/A,False,Blast,270.0,N/A,N/A,N/A,4,3,0,N/A,N/A,N/A,wide,7.0,N/A,N/A,N/A,Lightbreak Gunlance,gunlance,Create,Brach Obliterator,3,Brach Warhead,1.0,Indestructible Ebonshell,4.0,Immortal Reactor,1.0,gunlance,True,140,30,30,60,50,60,30
1559,3208,Alatreon Gunlance,gunlance,N/A,N/A,11,575,0,N/A,False,Dragon,540.0,N/A,N/A,low,2,0,0,N/A,N/A,N/A,wide,7.0,N/A,N/A,N/A,Alatreon Gunlance,gunlance,Create,Alatreon Mantle,3,Skyswayer,1.0,Alatreon Riptalon,3.0,Large Elder Dragon Gem,1.0,gunlance,False,120,20,20,70,40,30,100
1560,3209,Alatreon Melt,gunlance,Alatreon Gunlance,N/A,12,644,0,N/A,False,Dragon,660.0,N/A,N/A,low,2,2,0,N/A,N/A,N/A,wide,7.0,N/A,N/A,N/A,Alatreon Melt,gunlance,Upgrade,Alatreon Direwing,1,Skyswayer,2.0,Alatreon Riptalon,2.0,Azure Dragonsphire,1.0,gunlance,False,80,20,20,70,40,30,140
1561,3252,Fatalis Gunlance,gunlance,N/A,N/A,11,782,-40,N/A,False,Dragon,90.0,N/A,N/A,high,4,4,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Fatalis Gunlance,gunlance,Create,Fatalis Shard,3,Fatalis Pectus,1.0,Fatalis Hardhorn,1.0,Fatalis Evil Eye,1.0,gunlance,False,140,20,20,70,40,30,80
1562,3253,True Fatalis Gunlance,gunlance,Fatalis Gunlance,N/A,12,897,-20,N/A,False,Dragon,150.0,N/A,N/A,high,4,4,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,True Fatalis Gunlance,gunlance,Upgrade,Large Elder Dragon Gem,1,Fatalis Pectus,2.0,Fatalis Hardhorn,2.0,Fatalis Evil Eye,1.0,gunlance,False,140,20,20,70,40,30,80
1563,2646,Gajalaka Firestabber,gunlance,N/A,N/A,10,575,0,30.0,True,Dragon,390.0,N/A,N/A,high,4,0,0,N/A,N/A,N/A,normal,4.0,N/A,N/A,N/A,Gajalaka Firestabber,gunlance,Create,Boaboa Ticket,1,Dodogama Mandible,1.0,Frozen Bone,3.0,Eltalite Ore,15.0,gunlance,False,60,100,40,40,160,0,0
1564,2647,Gajalaka Firepike,gunlance,Gajalaka Firestabber,N/A,11,621,0,30.0,True,Dragon,450.0,N/A,N/A,high,4,0,0,N/A,N/A,N/A,normal,5.0,N/A,N/A,N/A,Gajalaka Firepike,gunlance,Upgrade,Monster Solidbone,4,Uragaan Jaw+,2.0,Uragaan Shard,5.0,Purecrystal,1.0,gunlance,False,40,100,40,40,180,0,0
1565,2648,Guild Palace Order,gunlance,N/A,N/A,10,575,10,30.0,True,Water,420.0,N/A,N/A,N/A,3,0,0,N/A,N/A,N/A,wide,5.0,N/A,N/A,N/A,Guild Palace Order,gunlance,Create,Fest Ticket,2,Amber Hardfang,2.0,Gracium,5.0,Purecrystal,1.0,gunlance,False,140,30,30,60,50,60,30
1566,2649,Royal Guard Striker,gunlance,Guild Palace Order,N/A,12,621,15,30.0,True,Water,510.0,N/A,N/A,N/A,3,0,0,N/A,N/A,N/A,wide,6.0,N/A,N/A,N/A,Royal Guard Striker,gunlance,Upgrade,Hero King Coin,1,Namielle Hardclaw,3.0,Large Elder Dragon Bone,5.0,Pure Dragon Blood,3.0,gunlance,False,130,30,30,60,50,50,50
1567,2650,Defender Switch Axe I,switch-axe,N/A,N/A,1,455,0,N/A,False,Blast,180.0,N/A,N/A,N/A,0,0,0,N/A,power,N/A,N/A,N/A,N/A,N/A,N/A,Defender Switch Axe I,switch-axe,Create,Iron Ore,1,N/A,N/A,N/A,N/A,N/A,N/A,switch-axe,False,30,60,20,140,0,0,0
1568,2651,Defender Switch Axe II,switch-axe,Defender Switch Axe I,N/A,3,595,0,N/A,False,Blast,210.0,N/A,N/A,N/A,0,0,0,N/A,power,N/A,N/A,N/A,N/A,N/A,N/A,Defender Switch Axe II,switch-axe,Upgrade,Anjanath Scale,1,N/A,N/A,N/A,N/A,N/A,N/A,switch-axe,False,30,60,20,150,40,0,0
1569,2652,Defender Switch Axe III,switch-axe,Defender Switch Axe II,N/A,5,665,0,N/A,False,Blast,240.0,N/A,N/A,N/A,0,0,0,N/A,power,N/A,N/A,N/A,N/A,N/A,N/A,Defender Switch Axe III,switch-axe,Upgrade,Commendation,1,N/A,N/A,N/A,N/A,N/A,N/A,switch-axe,False,50,50,50,80,120,0,0
1570,2653,Defender Switch Axe IV,switch-axe,Defender Switch Axe III,N/A,6,735,0,N/A,False,Blast,270.0,N/A,N/A,N/A,0,0,0,N/A,power,N/A,N/A,N/A,N/A,N/A,N/A,Defender Switch Axe IV,switch-axe,Upgrade,Pink Rathian Scale+,1,N/A,N/A,N/A,N/A,N/A,N/A,switch-axe,False,30,50,50,80,140,0,0
1571,2654,Defender Switch Axe V,switch-axe,Defender Switch Axe IV,N/A,7,770,0,N/A,False,Blast,300.0,N/A,N/A,N/A,0,0,0,N/A,power,N/A,N/A,N/A,N/A,N/A,N/A,Defender Switch Axe V,switch-axe,Upgrade,Immortal Dragonscale,1,N/A,N/A,N/A,N/A,N/A,N/A,switch-axe,False,90,30,30,110,40,100,0
1572,677,Proto Iron Axe I,switch-axe,N/A,N/A,1,280,0,N/A,False,N/A,N/A,N/A,N/A,N/A,0,0,0,N/A,power,N/A,N/A,N/A,N/A,N/A,N/A,Proto Iron Axe I,switch-axe,Create,Iron Ore,1,N/A,N/A,N/A,N/A,N/A,N/A,switch-axe,False,100,50,80,20,0,0,0
